Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh,Weather_Description,Work_Suitability,Flood_Risk
"Jagdishpur, Uttar Pradesh",2024-01-28 09:36:58,33.14,52.81,9.600516382352769,13.73,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",2024-03-08 08:32:56,38.76,46.36,8.259850263840551,14.82,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",2024-04-30 13:09:15,23.54,44.41,0.0938729772468627,21.99,Other,Yes,Low
"Pata, Uttar Pradesh",2024-01-06 10:52:07,21.65,72.39,6.282360825996515,2.05,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-02-21 13:37:00,30.91,77.74,4.204891945002595,5.01,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-04-05 17:11:52,37.87,35.53,3.086660415669594,19.4,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-04-27 06:37:29,30.07,42.71,1.092408273407054,21.22,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2024-04-20 21:49:08,29.01,43.17,7.963906476430038,16.27,Heavy Rainfall,No,Low
"Gandhar, Gujarat",2024-04-09 02:27:34,25.04,66.29,8.562405971884267,8.09,Heavy Rainfall,No,High
"Jamnagar, Gujarat",2024-04-11 18:25:42,5.711924441118475,40.01189083779094,8.636527705871057,20.002911162346106,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2024-04-05 19:32:48,11.02305201981427,50.844008752286186,3.55958820562298,14.781470056076264,Moderate Rainfall,Yes,Low
Delhi,2024-01-06 19:29:03,15.260260967559915,78.69465500828763,5.071567510054193,6.174825541834585,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-02-16 12:11:00,-6.032848471054261,68.32050127694771,9.36746830893142,22.881319941950192,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2024-05-13 22:28:12,34.09751693215755,45.42324142511343,9.503126794866436,4.679490905581233,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2024-05-05 08:29:22,7.992210217552213,56.53567205647687,4.527846492030296,20.88019578222919,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-04-13 09:13:35,-7.3200131253603775,72.56811613071282,1.617110320277939,28.125420399778715,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-01-17 07:15:35,33.90054471710716,39.9138682365553,3.3207497383294973,23.99945011991533,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-04-18 06:27:37,30.64,53.64,8.433403969318633,17.18,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2024-02-09 12:47:30,20.76,43.42,4.542763520778836,29.34,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-05-13 10:26:19,34.69,63.88,9.796264487287122,11.16,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-01-06 00:13:04,28.91,45.97,7.051490799645899,14.28,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",2024-02-12 17:04:10,33.53,52.2,4.597938776380045,19.51,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-02-04 01:09:46,36.13,54.73,2.3903803157592263,12.76,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-02-11 13:37:43,12.73,51.09,1.3724661927634452,2.48,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-04-12 00:16:00,30.12,88.98,2.8976955858580022,12.2,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-04-20 21:52:57,32.04,48.12,7.218633565003389,14.99,Heavy Rainfall,No,Low
"Nagpur, Maharashtra",2024-02-28 02:55:43,32.68,60.97,9.162751682967151,15.99,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",2024-04-15 22:48:40,37.4,36.23,9.366473020438498,24.37,Heavy Rainfall,No,High
"Gandhar, Gujarat",2024-03-08 11:38:07,34.66,52.72,6.121395857954903,10.54,Moderate Rainfall,Yes,High
"Jamnagar, Gujarat",2024-03-21 17:46:45,17.420415796944052,82.17396814904718,3.7660179788616057,28.915641367460896,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-05-14 17:46:57,-7.538668348086705,84.48549553034252,5.167170477315861,22.55788893856989,Moderate Rainfall,Yes,Low
Delhi,2024-02-03 15:19:55,0.2122986549559531,53.77295603258929,5.953786986132277,9.851542240125518,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-04-25 21:36:40,34.83691066377879,49.29994355579119,0.6129082169942934,8.759507848030083,Clear,Yes,Low
"Chennai, Tamil Nadu",2024-04-11 23:22:38,25.083106598655966,52.91381655536617,9.72546873162156,22.62729976318949,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2024-02-01 14:57:08,25.37601142352709,81.93482407474829,0.16902211918011,26.504132067843315,Other,Yes,Low
"Agra, Uttar Pradesh",2024-04-28 02:15:32,-2.12453831310884,86.43909789173094,6.835512241751869,18.967215532179225,Moderate Rainfall,Yes,High
"Noida, Uttar Pradesh",2024-05-16 05:13:34,9.491087675799,35.61452368783846,0.7036768162736495,1.7286535398008829,Clear,Yes,Low
"Hazira, Gujarat",2024-02-10 00:13:23,29.32,56.46,7.363547548535442,6.97,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2024-04-22 13:34:45,29.83,36.06,4.01949997620666,15.57,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-02-18 01:58:41,32.79,69.77,1.9793111012836475,18.73,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-01-17 18:41:26,22.98,54.29,0.9039137954855436,7.24,Clear,Yes,Low
"Bina, Madhya Pradesh",2024-04-20 02:54:00,37.3,64.56,0.4137766755599903,13.5,Other,Yes,Low
"Bijaipur, Madhya Pradesh",2024-03-31 17:02:04,37.74,53.1,2.9311860896901507,25.76,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-02-09 16:35:30,17.67,52.74,3.843536360300085,5.27,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-01-01 13:16:21,24.8,78.14,0.7879177233108681,8.33,Clear,Yes,Low
"Kota, Rajasthan",2024-02-11 02:58:55,27.49,37.45,9.97592387938938,17.29,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2024-04-15 22:02:11,35.25,54.32,6.2886942057443616,14.92,Moderate Rainfall,Yes,High
"Indore, Madhya Pradesh",2024-02-15 14:48:59,27.43,36.17,4.921214254906455,13.58,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2024-01-12 08:23:04,35.83,68.16,7.387454566388095,14.81,Heavy Rainfall,No,High
"Jamnagar, Gujarat",2024-04-07 04:28:40,-2.160549439964207,69.944632547847,2.6870045531106515,4.896121703683681,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-01-18 21:13:32,33.58082824457236,40.887661203393264,8.311670860822435,16.33841918152463,Heavy Rainfall,No,High
Delhi,2024-02-15 16:36:22,21.21761668919137,41.24426548457091,5.307326317720643,14.641219447241827,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-02-18 00:00:05,19.90522973974541,35.19366461381192,5.0999462521461725,27.16964401122968,Moderate Rainfall,Yes,High
"Chennai, Tamil Nadu",2024-01-04 17:39:35,20.40731150270962,76.13825771807939,6.64068257863064,21.049711392968124,Moderate Rainfall,Yes,High
"Raipur, Chhattisgarh",2024-01-20 03:27:55,34.94922439790781,59.385732318319256,8.592959671133253,13.863744982449198,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",2024-01-31 15:13:53,4.570179067450503,87.63996170791634,1.4884142862000598,29.159684823207897,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-04-24 16:46:27,11.444376112414304,44.8332205243542,8.461567845357735,15.087407156401476,Heavy Rainfall,No,High
"Hazira, Gujarat",2024-01-29 10:31:15,31.41,55.72,7.468701242583928,13.53,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2024-03-07 05:13:57,36.74,46.35,1.9972438841076727,25.69,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-04-01 19:56:52,29.75,76.54,8.821136692447094,19.5,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-03-27 19:57:48,22.72,64.85,1.2092385390035132,8.22,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-03-17 15:34:46,28.24,51.21,3.05153919513376,19.09,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-03-12 22:09:38,34.38,37.31,1.4891003613766718,10.74,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-03-15 14:41:21,22.03,63.73,1.4226046771276646,4.91,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-03-31 04:05:57,28.98,87.15,6.218230334542896,9.5,Moderate Rainfall,Yes,High
"Kota, Rajasthan",2024-04-17 20:42:35,34.96,40.54,3.442589329224041,14.58,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-04-24 07:34:37,37.67,54.16,3.8633344094943576,16.1,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2024-03-09 04:24:03,36.2,31.35,6.897586247826806,13.58,Moderate Rainfall,Yes,High
"Gandhar, Gujarat",2024-01-14 22:55:59,35.31,67.96,7.647963005285856,14.73,Heavy Rainfall,No,High
"Jamnagar, Gujarat",2024-03-10 02:39:37,32.478355287071764,59.56043850534739,2.8332600445416856,27.35821118285557,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-05-16 11:12:53,24.17470815651789,66.2830804185711,2.029839549775957,14.69199237496404,Moderate Rainfall,Yes,Low
Delhi,2024-01-28 04:44:13,-6.336986512738471,72.4946814397992,8.28966601750736,15.705352138957366,Heavy Rainfall,No,High
"Bengaluru, Karnataka",2024-03-06 08:21:27,-1.034193202501024,41.05360496902088,9.146789185781602,4.4946954679974125,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2024-03-05 22:15:50,1.954885165854984,56.95064096487102,7.740785624043727,2.4300259972795244,Heavy Rainfall,No,Low
"Raipur, Chhattisgarh",2024-04-14 01:06:39,-5.332872601756785,80.60445322001297,3.2156247200789165,24.23464734667364,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-04-27 22:24:21,16.577491653883044,37.24444824702344,3.144163686298339,0.0290205059948422,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-02-05 05:14:33,19.09139837702809,68.35870287637525,3.8051278498085663,16.537885349312386,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-05-06 21:52:34,33.31,57.88,4.585469911710466,8.32,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-04-07 16:26:08,30.89,39.97,3.888032916217456,26.58,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-01-18 12:06:49,34.75,71.68,8.487769557407056,18.2,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-01-10 03:51:57,32.18,51.48,7.211475729654678,15.31,Heavy Rainfall,No,Low
"Bina, Madhya Pradesh",2024-01-18 02:31:05,24.18,34.63,1.912330887629532,20.89,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-04-23 00:04:00,22.59,47.0,7.90866783488341,19.34,Heavy Rainfall,No,Low
"Pata, Uttar Pradesh",2024-03-26 02:28:20,19.22,74.35,5.438097634358101,8.97,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-02-05 19:28:12,28.94,83.56,9.70607631242512,17.95,Heavy Rainfall,No,High
"Kota, Rajasthan",2024-01-01 05:44:55,37.92,25.11,7.262938536509687,8.76,Heavy Rainfall,No,Low
"Nagpur, Maharashtra",2024-01-05 11:29:42,38.5,49.93,9.408909408255443,23.71,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",2024-04-22 14:21:46,32.65,52.4,8.492453637245047,11.07,Heavy Rainfall,No,High
"Gandhar, Gujarat",2024-02-25 16:13:17,34.51,64.74,3.0171062253746594,19.3,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-01-20 21:27:09,14.968243514819704,84.03673283724359,2.662199181994799,1.3190302515890118,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-04-09 02:29:46,7.328454593323066,34.27140351507434,0.4086730810724859,28.199164714966912,Clear,Yes,Low
Delhi,2024-01-04 04:32:51,-4.383958759362002,73.71193903256922,8.532506082865973,25.08409252982668,Heavy Rainfall,No,High
"Bengaluru, Karnataka",2024-04-02 18:48:57,8.289845780855053,80.49910221010363,2.652680829585877,5.429580461262415,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-05-05 18:13:59,9.167219723314371,83.1923017598263,4.655325051731163,26.24200942263914,Moderate Rainfall,Yes,High
"Raipur, Chhattisgarh",2024-02-24 20:44:57,-5.383132290052897,49.7299826000997,7.771760255556309,21.45002607250472,Heavy Rainfall,No,Low
"Agra, Uttar Pradesh",2024-04-22 00:34:43,-2.106165843609761,43.38958218885426,6.197010548411992,12.384640326501724,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-02-29 10:52:35,36.96176233217716,88.84274712151706,1.6417091094530425,29.407591604971373,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-02-15 01:29:44,29.61,55.89,3.97075604249523,6.06,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-01-26 20:21:25,23.5,57.89,2.461354930256218,17.18,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-03-26 15:22:02,25.47,68.88,7.174767322246586,26.85,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-05-09 05:49:29,30.5,61.16,9.835027371298027,15.91,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",2024-01-08 03:02:19,32.52,57.11,3.250785685581797,22.6,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-05-08 22:20:20,27.79,50.87,1.9943513672518447,20.22,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-01-23 10:54:47,27.82,45.13,7.903043086109492,4.74,Heavy Rainfall,No,Low
"Kochi, Kerala",2024-03-14 05:40:02,31.37,94.78,4.401901314703936,6.14,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-04-20 06:07:49,32.18,38.52,8.720322664469196,16.7,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2024-04-22 14:59:49,33.85,47.73,7.55178358894836,22.28,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",2024-03-11 18:29:06,36.99,39.09,5.0811914100554825,11.05,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2024-03-27 01:32:57,27.59,57.59,5.48421103771937,8.94,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-01-31 12:33:13,-0.7255750957698677,57.303111524277725,6.323758898121106,23.528945979358923,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-03-08 22:59:24,-1.6871141501548976,63.87183895576514,7.433995998690195,19.43712273675033,Heavy Rainfall,No,Low
Delhi,2024-01-27 15:04:56,3.830583402293517,81.62602302606284,4.029300608640454,14.989032663595006,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-05-10 02:34:06,6.929034823044052,33.43426050650636,5.479098307262688,7.605732734918735,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-02-11 13:07:17,22.351031186285475,74.36922576825988,7.080514701630633,16.608923141447505,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2024-01-21 20:06:47,-7.001226400022289,40.47715262145965,1.099325393848691,14.2250976503952,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-04-03 19:25:44,15.218037346244133,37.94049471865178,8.269357254414118,7.8382458026267585,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2024-02-06 06:49:11,-7.615340847769833,50.85544635403163,9.545063341283711,27.83910896734865,Heavy Rainfall,No,High
"Hazira, Gujarat",2024-04-18 12:49:12,24.09,61.79,9.390077640848045,12.85,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2024-04-06 22:56:39,34.13,44.43,0.1102411338852571,23.62,Clear,Yes,Low
"Kakinada, Andhra Pradesh",2024-02-21 02:26:47,33.83,69.33,3.613879187044722,26.53,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-05-09 17:03:37,31.49,65.36,0.9201236944887448,6.06,Clear,Yes,Low
"Bina, Madhya Pradesh",2024-04-14 21:54:58,36.17,41.0,9.88384215473928,13.7,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",2024-04-01 00:18:09,30.05,43.81,2.6703880648067657,16.23,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-02-17 06:56:33,16.64,73.46,1.6072778183805625,4.65,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-02-18 20:53:19,29.46,81.07,2.9559447220054924,10.33,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-01-29 14:11:13,34.26,44.7,6.447237148491823,14.94,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-03-13 02:33:34,34.87,57.98,9.496458091426142,17.26,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",2024-04-25 14:11:10,30.22,39.22,9.992355473989823,13.35,Heavy Rainfall,No,High
"Gandhar, Gujarat",2024-03-17 17:05:14,34.39,62.25,6.884295369215867,8.34,Moderate Rainfall,Yes,High
"Jamnagar, Gujarat",2024-03-02 08:29:22,35.86027310007813,42.01909922578491,1.5801016417961178,21.324822209481106,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-01-06 07:31:26,16.30554886048141,39.84385073046693,8.662205130036039,18.140964158244504,Heavy Rainfall,No,High
Delhi,2024-04-08 02:59:48,32.10536243374926,31.991491925133428,3.928560815204136,5.704279922173098,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-01-22 15:33:17,22.58286299663674,30.36945307530943,7.12206283839686,8.398033993762855,Heavy Rainfall,No,Low
"Chennai, Tamil Nadu",2024-03-09 23:32:34,27.24430784938389,60.50577851309686,8.836680682390103,29.098071367171706,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2024-05-01 22:30:07,12.51560016587866,42.819104594964905,3.11050162601743,16.77379195992514,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-01-22 22:04:43,-0.5953561242281111,83.78735784512034,8.648166870456382,29.187794223359127,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2024-03-01 05:26:00,23.19107983500916,63.59939649426017,4.51759445291969,10.75360753878468,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-04-10 06:49:52,28.97,51.8,4.501728454919608,6.01,Moderate Rainfall,Yes,High
"Vijaipur, Madhya Pradesh",2024-04-11 21:31:53,33.94,39.01,2.502032004251941,24.77,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-01-31 18:19:02,31.71,70.74,7.253602010032387,18.49,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-04-04 05:41:46,29.41,48.63,7.82758371014686,21.79,Heavy Rainfall,No,Low
"Bina, Madhya Pradesh",2024-03-14 17:16:34,38.17,45.45,5.658307821795686,27.71,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-03-27 22:35:06,34.99,42.01,6.664299074111467,11.92,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-03-09 00:31:36,29.23,72.35,8.47320721037417,6.4,Heavy Rainfall,No,High
"Kochi, Kerala",2024-01-16 12:12:33,29.08,78.87,6.921293944203728,5.15,Moderate Rainfall,Yes,High
"Kota, Rajasthan",2024-03-04 17:51:27,41.96,25.63,4.059673901768602,9.11,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-03-09 23:06:19,33.06,46.91,0.4370597477087445,20.31,Clear,Yes,Low
"Indore, Madhya Pradesh",2024-03-01 06:46:59,37.23,39.0,8.47836657721614,11.58,Heavy Rainfall,No,High
"Gandhar, Gujarat",2024-05-13 11:08:41,31.54,52.47,3.332987161685838,9.46,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-04-24 11:07:43,17.736450662179713,63.68071680963939,9.65343811377321,22.33337697421533,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2024-01-14 09:33:04,37.31903255706303,31.41999105715869,8.187167235597233,10.10994063780392,Heavy Rainfall,No,High
Delhi,2024-01-23 17:35:24,8.833673928730466,89.30000106824417,1.9296640847808888,10.574838535532503,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-04-01 03:28:47,30.44494639514174,38.14645524765606,6.318086623440776,25.66005631509023,Moderate Rainfall,Yes,High
"Chennai, Tamil Nadu",2024-01-23 18:58:42,-9.395247337554748,30.245703079621883,9.417087319118556,24.533659013399603,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2024-01-06 23:51:40,6.908062112959866,83.8778240312866,4.443674532540637,1.0160031320288845,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-04-15 15:29:46,9.512119423159014,71.35395083032154,7.550737298661363,19.68547104181828,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2024-04-12 02:45:01,2.8495594713577805,64.34103622898695,1.677769076241208,27.85478788109072,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-01-11 10:59:25,28.43,53.6,6.261706077231596,14.3,Moderate Rainfall,Yes,High
"Vijaipur, Madhya Pradesh",2024-03-27 02:50:56,21.26,40.62,0.7470011150165379,28.28,Clear,Yes,Low
"Kakinada, Andhra Pradesh",2024-04-17 13:12:42,25.57,68.56,8.646163325444142,24.27,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-01-09 21:55:57,26.11,42.2,7.478166854362909,9.69,Heavy Rainfall,No,Low
"Bina, Madhya Pradesh",2024-04-23 02:16:23,22.55,41.46,5.848822075527028,13.23,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-02-07 18:43:51,36.94,54.47,0.4351210902975166,21.97,Clear,Yes,Low
"Pata, Uttar Pradesh",2024-01-31 13:26:44,19.38,66.71,1.5161484372937917,7.85,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-05-17 20:49:11,27.82,84.51,7.755642698916163,8.96,Heavy Rainfall,No,Low
"Kota, Rajasthan",2024-04-28 04:24:23,32.65,45.79,2.320499688777568,14.88,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-05-16 12:54:50,33.37,62.75,2.843890581716626,19.49,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2024-03-23 14:56:41,28.8,33.6,0.7127299342338533,17.92,Other,Yes,Low
"Gandhar, Gujarat",2024-03-19 21:03:56,33.44,60.76,5.657017506788735,19.26,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-05-18 01:32:32,15.54771893106862,46.33213623340295,9.58038427981564,24.424024967109982,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2024-05-16 18:58:53,27.46657611821381,78.13725038699712,9.489279563089024,18.046606948655526,Heavy Rainfall,No,High
Delhi,2024-01-03 21:08:27,5.335628044969013,69.28832530581619,7.859315599293825,24.01044209793132,Heavy Rainfall,No,Low
"Bengaluru, Karnataka",2024-02-16 08:22:26,-6.502538721022835,51.65877202140159,3.589911706659513,23.688252745162814,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-01-10 19:02:55,30.15671277218041,30.06149905579474,1.056539940543385,14.877214451874858,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2024-02-08 13:35:19,21.33900764897944,38.862259794185086,4.444956564235563,5.479187540345199,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-02-15 05:36:17,35.09349502244206,52.90409396480547,8.608288979480776,14.515281070653216,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2024-02-02 17:42:32,-3.0026216484024504,49.73219918246527,2.6198107509449944,17.923406852957193,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-01-26 19:08:28,29.62,66.09,13.411085682470944,13.96,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2024-03-11 17:12:28,23.33,57.25,6.555459087301701,29.02,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-03-01 16:58:56,26.85,60.94,8.96606927739631,20.66,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-02-18 10:41:48,34.19,68.77,2.774656052864504,24.5,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-02-26 20:32:34,22.35,52.25,4.090465308787255,16.98,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-04-14 13:11:55,30.33,44.78,6.805616576892559,19.55,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-02-06 15:44:08,16.24,71.44,1.1154307587995338,5.1,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-01-13 16:04:39,25.92,79.62,6.954008196393481,13.6,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-03-25 00:50:44,31.6,39.94,9.832638076705177,19.8,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2024-01-02 12:02:03,37.13,64.45,7.885611211237597,15.92,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",2024-01-27 15:41:49,37.39,35.99,5.005231623299029,21.78,Moderate Rainfall,Yes,High
"Gandhar, Gujarat",2024-05-05 19:51:27,25.25,51.86,0.897377743941663,8.19,Other,Yes,Low
"Jamnagar, Gujarat",2024-01-14 00:38:18,31.94355814259941,36.779071374292286,7.878455637591769,3.643257223270082,Heavy Rainfall,No,Low
"Mumbai, Maharashtra",2024-02-02 00:45:34,16.623727670697477,58.01705070403995,8.342135100695211,17.49425164383496,Heavy Rainfall,No,High
Delhi,2024-01-24 02:41:48,28.955831270042687,66.32361811915985,0.3948069907467288,13.045415013913695,Clear,Yes,Low
"Bengaluru, Karnataka",2024-04-26 11:29:52,21.15637339023891,69.98359741203316,7.870833791571188,13.481311903174738,Heavy Rainfall,No,Low
"Chennai, Tamil Nadu",2024-04-20 08:03:52,38.814694651235584,39.87384898602399,5.402668045655542,10.922358230003198,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2024-05-15 05:40:41,-4.210421086032886,83.50604167956143,8.389328201996534,3.633806046833019,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",2024-05-12 04:23:08,30.94167655940492,69.92224022079552,5.52155049769207,10.470379266907882,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-05-09 21:09:26,23.875115412966267,52.432397551618585,9.319119272458693,3.391197493240028,Heavy Rainfall,No,High
"Hazira, Gujarat",2024-05-07 16:58:33,34.61,54.02,3.36658556706901,14.82,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-01-05 12:30:43,39.37,50.17,4.652085422372524,22.32,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-01-18 02:24:33,37.94,73.28,0.4264711900526208,29.61,Clear,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-03-05 19:31:28,18.48,42.0,3.53213184365802,11.53,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-03-20 02:14:07,24.51,53.06,8.26055570800502,12.29,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",2024-01-10 10:03:27,34.95,39.25,8.155112010074426,23.93,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",2024-02-22 09:43:54,18.56,70.09,9.29182161719536,3.42,Heavy Rainfall,No,High
"Kochi, Kerala",2024-01-15 13:52:34,30.35,92.68,1.73437746891695,17.86,Moderate Rainfall,Yes,Low
